id,name,scientific_name,distribution,habitat,size,depth_range,description
16144,ホウズキイカ,Leachia danae,全世界の南北亜熱帯前線に挟まれた熱帯～亜熱帯域の外洋,外洋域の中・深層、外洋性島嶼、海山周辺の中層境界群集,外套長約25cm,2000m,中深層に生息する浮遊性のイカ。体が丸く、ゼラチン質でブヨブヨしている。体内にアンモニアを溜めることで浮力を調整していると考えられている。眼が非常に大きく、体の前方に突き出しているのが特徴的。深海生物であるため、通常のダイビングで出会うことはない。まれに定置網などにかかることがある。
5521,ホシヒレイソハゼ,Eviota queenslandica,相模湾、琉球列島；インド・西太平洋,内湾。ガレ場、死サンゴ片や死サンゴ塊混じりの砂礫底。生息水深3-6m,全長約3cm,6m,サンゴ礁に生息する極小のハゼの仲間。透明感のある体に赤い斑点が散らばり、特に背ビレや尾ビレの模様が美しいです。主に枝サンゴの根元やガレ場などで、数匹の群れで見られます。ホバリングするように泳ぎ、危険を察知するとすぐに物陰に隠れてしまいます。非常に小さいため、見つけるにはサンゴの根本などを注意深く観察する必要があります。
4983,ホシマダラハゼ,Eleotris fusca,種子島、奄美大島、沖縄島、久米島、宮古島、石垣島、西表島、与那国島；インド・太平洋,主に河川の汽水域や汽水性湿地。淡水域にも入る。倒木や水生植物が多い淀み、マングローブ林内の淀みに多い,全長約45cm,2m,河川の河口部など汽水域で見られる大型のハゼの仲間。体は黒褐色で、全身に不明瞭な暗色斑が散らばります。夜行性で、日中は岩や倒木の下に潜んでいるため、ダイバーが姿を見る機会は少ないです。肉食性で、小魚や甲殻類を捕食します。他の多くのハゼと比べて非常に大きくなるため、見かければそのサイズ感で識別は容易です。
17945,ホタテツブハゼ,Flabelligobius sp. A,伊豆大島、和歌山県、高知県、奄美大島、沖縄諸島；西部太平洋,内湾の湾口・サンゴ礁域の礁斜面、礫混じりの砂底、コトブキテッポウエビと共生、生息水深30-40m,全長約4cm,38m,砂泥底に生息するハゼの仲間。淡い黄色の体に、ホタテの貝殻のような形をした大きな第一背ビレが特徴です。この背ビレを帆のように広げたり閉じたりする行動が観察されます。普段は海底にいますが、驚くと素早く泳いで砂に潜ることがあります。ペアでいることが多く、その独特な背ビレの形から他のハゼとの識別は容易です。
3939,ホホグロスジハゼ,Acentrogobius janthinopterus,奄美大島、西表島；西部太平洋,河川の河口域、泥底や砂泥底、生息水深1〜2m,全長約4.5cm,1m,内湾や河口の砂泥底に生息するハゼの仲間。体は黄褐色で、体側に不明瞭な暗色斑が並びます。名前の由来となった頬の黒い筋模様が特徴ですが、個体によっては不明瞭な場合もあります。海底にいることが多く、あまり活発には泳ぎ回りません。泥底を好むため、ダイビング中に見かける際は水の濁りに注意が必要です。
4218,ホホグロハゼ,Mugilogobius cavifrons,沖縄島、石垣島、西表島、与那国島、台湾、フィリピン,河川の河口域のマングローブ林や汽水性湿原。泥底の枯れ葉や枝の多い濁った水溜まり,全長約4cm,0.2m,河口域やマングローブ帯などの汽水域に生息するハゼの仲間。体は黒っぽく、オスの頬は繁殖期に婚姻色で黒くなることからこの名がつきました。泥底や砂泥底の石の下やカキ殻の隙間などに隠れています。非常に浅い場所に生息するため、ダイバーよりは干潟の生物観察などで見かける機会が多いかもしれません。動きは素早く、すぐに隠れてしまいます。
16462,ボウズイカ,Rossia pacifica,常磐、島根県以北オホーツク海、ベーリング海を越えてアラスカ、カリフォルニアまで,陸棚域の砂泥底,全長約9cm,30~300m,丸い体型が特徴的な、ダンゴイカ科に属するイカの仲間。夜行性で、日中は砂や泥の中に潜って目だけを出していることが多いです。危険を感じると、体を砂に埋めて隠れます。腕が短く、ずんぐりむっくりした体型はコウイカ類に似ていますが、甲を持たない点で異なります。ナイトダイビングで砂地を注意深く探すと見つかることがあります。
3420,ボウズコウイカ,Doratosepion japonicum,房総半島から九州沿岸,潮下帯から水深10mの岩礁域、藻場,全長約6cm,10m,細長い体型をしたコウイカの仲間。体は半透明で、内臓が透けて見えます。他のコウイカ類と異なり、体内に持つ甲は細長く退化しています。夜行性で、砂地やアマモ場などで活動し、小魚や甲殻類を捕食します。ライトを当てると体色を様々に変化させます。細長いシルエットが特徴的で、他のイカとの識別は比較的容易です。
4284,ボウズハゼ,Sicyopterus japonicus,小笠原諸島、福島県・兵庫県日本海側～西表島；韓国、台湾,河川の渓流域。流れの速いところを好み、淵尻や瀬頭の岩盤や転石上に群がりで見られる。小・中の滝であれば遡上し、その上流にも見られる。,全長約20cm,0.2~0.5m,川の流れが速い場所に生息するハゼの仲間。成魚は吸盤状の腹ビレで岩に張り付き、岩の表面に付着した藻類を櫛のような歯で削り取って食べます。海で産卵し、稚魚は川を遡上する両側回遊性の魚です。ダイビングで見かけることは稀で、主に河川での観察対象となります。そのユニークな食性と生態が特徴です。
5149,ボルネオハゼ,Parioglossus palustris,西表島；西部太平洋,河川の河口域のマングローブ林、ヒルギの根元の中層付近,全長約4cm,0.5m,マングローブ林や河口域の泥底に生息する小型のハゼの仲間。体は細長く、茶褐色をしています。水底から少し浮いてホバリングするように泳ぎ、群れを作ることが多いです。警戒心が強く、危険を感じると一斉に近くの物陰や穴に隠れます。濁った環境を好むため、観察には視界の確保が重要になります。
5809,マイコハゼ,Parioglossus lineatus,西表島；インド・太平洋,河川の河口域のマングローブ林。ヒルギの根元の中層付近で群がりの中に混泳する。,全長約4cm,0.5m,河口域や内湾の浅い砂泥底に生息する小型のハゼの仲間。体は半透明で、体側に一本の暗色縦線が走るのが大きな特徴です。群れを作り、中層をホバリングするように泳いでいます。危険を感じると素早く砂の中に潜って隠れます。その特徴的な縦線とホバリングする習性から、同所的に見られる他のハゼと見分けることができます。
17946,マグラカザリハゼ,Istigobius rigilius,八丈島、奄美大島～西表島；中・西部太平洋,内湾の湾口から湾奥、サンゴ礁域の礁湖。死サンゴ片や死サンゴ塊混じりの砂泥底や砂底に単独で生息。水深2-10m。,全長約9cm,6m,サンゴ礁の砂礫底やガレ場に生息するハゼの仲間。白っぽい体に黒褐色の斑点が散在し、第一背ビレに明瞭な黒い斑点があります。海底に腹をつけてじっとしていることが多く、あまり泳ぎ回りません。警戒心は比較的弱く、ゆっくり近づけば観察しやすいです。よく似た近縁種が多いため、斑点のパターンやヒレの模様が識別の鍵となります。
17947,マグラハゼ,Maculogobius dilepis,奄美大島、沖縄諸島、八重山諸島；インド・太平洋,内湾の中程から湾奥、サンゴ礁域の礁池・礁湖、砂泥底や砂底、生息水深1-15m,全長約6.5cm,5m,サンゴ礁の礁池やタイドプールなど、ごく浅い場所で見られるハゼの仲間。体は褐色で、体側に不規則な白い斑点が散らばります。オスは背ビレが伸長し、美しいです。岩や死サンゴの隙間に隠れていることが多く、ちょこまかと動き回ります。非常に浅い場所にいるため、ダイビングよりスノーケリングの方が見つけやすいかもしれません。
