和名,学名,分布,生息場所,体長,深さ
クマドリ,Balistapus undulatus,南日本の太平洋、八丈島、琉球列島；インド・太平洋,サンゴ礁域、礁池や礁斜面などの浅所,20cm,10m
ナメモンガラ,Xanthichthys mento,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；汎太平洋,岩礁域やサンゴ礁域、沖の隠れ根など、潮通しのよい所で中層にまばらな群れを作る,20cm,25m
ホシモンガラ,Xanthichthys auromarginatus,八丈島、琉球列島；インド・太平洋,サンゴ礁域、礁斜面など潮通しのよい所,22cm,20m
スジナメモンガラ,Xanthichthys lineopunctatus,南日本の太平洋岸、八丈島、琉球列島,サンゴ礁域、サンゴと砂地の混じる場所,20cm,20m
アオスジモンガラ,Xanthichthys caeruleolineatus,伊豆・小笠原諸島、琉球列島；インド・太平洋,サンゴ礁域、礁外縁の50m以深,25cm,20m
アミモンガラ,Canthidermis maculata,北海道小樽以南〜九州、伊豆・小笠原諸島、琉球列島；全世界の温・熱帯域,沖合に群れて生息、流木など漂流物につく,3cm,
ムラサメモンガラ,Rhinecanthus aculeatus,千葉県小湊以南～琉球列島、小笠原諸島、朝鮮半島、インド・太平洋、東部大西洋,サンゴ礁域、礁池内の浅所,12cm,4m
タスキモンガラ,Rhinecanthus rectangulus,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島、インド・太平洋,サンゴ礁域、礁池内の水深1～3mの岩盤付近,4cm,2m
クラカケモンガラ,Rhinecanthus verrucosus,南日本、琉球列島、インド・西太平洋,サンゴ礁域、礁池内の水深1～3mの岩盤付近,20cm,2m
ノコギリハギ,Paraluteres prionurus,南日本の太平洋岸、八丈島、琉球列島；インド・太平洋,サンゴ礁域、礁池や礁縁面など,6cm,14m
テングカワハギ,Oxymonacanthus longirostris,和歌山、琉球列島；紅海を除くインド・太平洋,サンゴ礁域、礁池内など浅所,6cm,8m
ハナツノハギ,Pseudalutarius nasicornis,南日本の太平洋岸、八丈島、琉球列島；インド・西太平洋,沿岸の水深40〜100mの砂底や砂泥底,10cm,15m
ウスバハギ,Aluterus monoceros,南日本、伊豆・小笠原諸島、琉球列島；全世界の温・熱帯域,沿岸浅所からやや沖合いの200m以浅,40cm,18m
ソウシハギ,Aluterus scriptus,南日本、伊豆・小笠原諸島、琉球列島；全世界の熱帯域,サンゴ礁域を含む沿岸域、礁池や礁斜面など30m以浅,45cm,20m
アオサハギ,Brachaluteres ulvarum,南日本の太平洋岸、伊豆大島岩礁域やアマモ場,岩礁域やアマモ場、海藻やウミトサカ類などのそばで生息、25m以浅,3cm,18m
ハクセイハギ,Cantherhines dumerilii,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・汎太平洋,サンゴ礁域外縁の18m以浅,25cm,14m
アミメウマヅラハギ,Cantherhines pardalis,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；ハワイ諸島を除くインド・太平洋、東部大西洋,サンゴ礁域、礁縁の15m以浅に単独で見られる,15cm,6m
メガネウマヅラハギ,Cantherhines fronticinctus,南日本の太平洋岸、八丈島、琉球列島；インド・太平洋,サンゴ礁域、礁外縁の30m以浅,15cm,14m
アザミカワハギ,Amanses scopas,五島列島以南～琉球列島；インド・太平洋,サンゴ礁域に生息、礁縁の浅所に見られる,15cm,12m
セダカカワハギ,Rudarius excelsus,琉球列島；西部太平洋の熱帯域,サンゴ礁域、潮通しのよい内湾の藻場やガラモ場,3cm,25m
アミメハギ,Rudarius ercodes,南日本、八丈島；朝鮮半島南部、台湾、インドネシア,岩礁域や内湾、アマモ場や岩礁の藻場,3cm,12m
ヒゲハギ,Chaetodermis penicilligera,南日本、琉球列島；朝鮮半島、東部インド洋～西部太平洋の熱帯域,岩礁域、50m以浅の砂地,20cm,13m
ウマヅラハギ,Thamnaconus modestus,北海道以南、南日本、八丈島、琉球列島；朝鮮半島、中国、台湾,沿岸からやや沖合い、200m以浅,35cm,15m
カワハギ,Stephanolepis cirrhifer,北海道以南、伊豆諸島、九州、朝鮮半島、中国、台湾,沿岸の100m以浅の砂底、岩礁域,20cm,10m
ヨソギ,Paramonacanthus oblongus,南日本、八丈島、沖縄諸島、朝鮮半島、東部インド洋～西部太平洋の熱帯域,沿岸浅所、砂底や砂泥底、岩礁,8cm,12m
ニシキカワハギ,Pervagor janthinosoma,南日本の太平洋岸、琉球列島；インド・太平洋,サンゴ礁域、礁池や礁斜面の15m以浅,8cm,10m
ヌリワケカワハギ,Pervagor melanocephalus,八丈島、琉球列島；東部インド洋～中・西部太平洋の熱帯域,サンゴ礁域,9cm,10m
タテジマカワハギ,Pervagor nigrolineatus,琉球列島；東部インド洋～西部太平洋の熱帯域,サンゴ礁域、内湾に生育する枝状サンゴの枝間,7cm,2m
フチドリカワハギ,Acreichthys tomentosus,西表島、宮古島；インド・西太平洋,サンゴ礁域、内湾の砂底や砂泥底、藻場などの5m以浅,7cm,2m
ハマフグ,Tetrosomus reipublicae,南日本の太平洋岸、琉球列島；インド・西太平洋,浅海の50m以浅の砂底や砂泥底、岩礁に隣接する砂地,15cm,15m
ハコフグ,Ostracion immaculatum,岩手県以南、南日本、伊豆・小笠原諸島、朝鮮半島、香港,岩礁域を含む沿岸の浅所,20cm,15m
ミナミハコフグ,Ostracion cubicum,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・太平洋、大西洋南東部,サンゴ礁域、礁池や礁斜面,3cm,15m
コンゴウフグ,Lactoria cornuta,南日本の太平洋岸、八丈島、琉球列島；インド・太平洋,サンゴ礁域を含む沿岸の浅所、潮通しがよく、開けた砂底,25cm,20m
クロハコフグ,Ostracion meleagris,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；ハワイ諸島と紅海を除くインド・太平洋,礁池や礁斜面など15m以浅にあるサンゴの根の周辺に砂地のある場所,18cm,12m
シマウミスズメ,Lactoria fornasini,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・太平洋、大西洋南東部,岩礁域,2.5cm,18m
ウミスズメ,Lactoria diaphana,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・汎太平洋、大西洋南東部,岩礁と砂地の境界付近,15cm,23m
シマキンチャクフグ,Canthigaster valentini,南日本の太平洋岸、伊豆・小笠原諸島,サンゴ礁域,8cm,15m
ハナキンチャクフグ,Canthigaster axiologa,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・太平洋,岩礁域やサンゴ礁域、岩礁の水深10～20m,9cm,12m
ヒメキンチャクフグ,Canthigaster compressa,駿河湾、琉球列島；西部太平洋の熱帯域,サンゴ礁域、礁池内の浅所の砂底や砂泥底,7cm,5m
カザリキンチャクフグ,Canthigaster bennetti,和歌山県田辺湾、琉球列島；インド・太平洋,サンゴ礁域、礁池や礁斜面など、砂地やガレ場、藻場など波静かな所,8cm,15m
モンキキンチャクフグ,Canthigaster epilampra,八丈島、琉球列島；東部インド洋～中・西部太平洋の熱帯域,サンゴ礁域、礁外縁の崖や斜面,7cm,30m
シボリキンチャクフグ,Canthigaster janthinoptera,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；ハワイ諸島を除くインド・太平洋,サンゴ礁域、礁外縁の壁や斜面の30m以浅にある穴や棚下など暗い所,8cm,20m
ゴマフキンチャクフグ,Canthigaster amboinensis,八丈島、琉球列島；インド・汎太平洋,サンゴ礁域、波当たりの強い礁外縁の15m以浅,10cm,6m
アラレキンチャクフグ,Canthigaster solandri,琉球列島、小笠原諸島；紅海を除くインド・太平洋,サンゴ礁域、波静かな礁池や礁斜面など、20m以浅の砂底やガレ場,7cm,15m
キタマクラ,Canthigaster rivulata,南日本の太平洋岸、伊豆・小笠原諸島、インド・太平洋,岩礁域,6cm,10m
ヒガンフグ,Takifugu pardalis,函館以南、南日本・黄海、渤海沿岸浅所の砂底や泥底,砂底、泥底、岩礁域,20cm,3m
クサフグ,Takifugu alboplumbeus,青森県以南、南日本、八丈島、沖縄島；朝鮮半島～ベトナム、台湾,沿岸浅所から河口域にかけての砂底,20cm,5m
ショウサイフグ,Takifugu snyderi,青森県以南、南日本；朝鮮半島,沿岸浅所の砂底や砂泥底,25cm,12m
コモンフグ,Takifugu flavipterus,北海道～九州；朝鮮半島、台湾,沿岸浅所、30cm以浅の岩礁,17cm,10m
ホシフグ,Arothron firmamentum,南日本；西部太平洋の温・熱帯域、大西洋南東部,沿岸の100m以深、浅所にも現れることがある,35cm,20m
シッポウフグ,Torquigener brevipinnis,南日本の太平洋岸、八丈島、琉球列島；西部太平洋の熱帯域,沿岸浅所の砂底,10cm,6m
モヨウフグ,Arothron stellatus,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・太平洋、大西洋の南東部,サンゴ礁域,60cm,10m
アラレフグ,Arothron caeruleopunctatus,銭子、琉球列島；インド・西太平洋,サンゴ礁域,50cm,20m
ケショウフグ,Arothron mappa,和歌山県、琉球列島；インド・太平洋,サンゴ礁域、礁斜面や内湾の浅所,50cm,15m
スジモヨウフグ,Arothron manilensis,南日本の太平洋岸、琉球列島；東部インド洋～中・西部太平洋の熱帯域,内湾や河口域の浅所、マングローブ域、河川汽水域,12cm,2m
サザナミフグ,Arothron hispidus,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・汎太平洋,サンゴ礁域、礁池内や礁斜面、砂地,30cm,14m
コクテンフグ,Arothron nigropunctatus,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；紅海を除くインド・太平洋,サンゴ礁域、礁池や礁斜面などの浅所,20cm,15m
ミゾレフグ,Arothron meleagris,南日本の太平洋岸、伊豆・小笠原諸島、琉球列島；インド・汎太平洋,サンゴ礁域、礁斜面の浅所,25cm,15m
ハリセンボン,Diodon holocanthus,津軽水道以南、南日本、伊豆・小笠原諸島、琉球列島；全世界の温・熱帯域,岩礁域やサンゴ礁域の浅瀬,20cm,18m
ヒトヅラハリセンボン,Diodon liturosus,津軽水道以南の日本海沿岸、和歌山県以南の太平洋側沿岸、琉球列島、小笠原諸島；ハワイ諸島を除くインド・太平洋、大西洋南東部,岩礁域やサンゴ礁域の浅所、沖合いの表層,30cm,7m
ネズミフグ,Diodon hystrix,津軽水道以南の日本海沿岸、房総半島以南の太平洋側沿岸、伊豆・小笠原諸島、琉球列島；全世界の温・熱帯域,サンゴ礁域の浅所,50cm,15m
メイタイシガキフグ,Cyclichthys orbicularis,佐渡島以南の日本海沿岸、伊豆半島以南の太平洋側沿岸；インド・西太平洋、大西洋南東部,沿岸浅所の砂泥底域,20cm,15m
イシガキフグ,Chilomycterus reticulatus,佐渡島以南の日本海沿岸、伊豆半島以南の太平洋側沿岸；インド・西太平洋、大西洋南東部,沿岸浅所の砂泥底域、岩礁やサンゴ礁,35cm,12m
マンボウ,Mola mola,北海道以南、南日本、琉球列島；全世界の温・熱帯域,沿岸の沖合から外洋にかけての表層,1m,20m
ヒメイカ,Idiosepius paradoxus,日本沿岸、韓国南部,アマモ場などの浅海,2cm,1-10m
ヤリイカ,Heterololigo bleekeri,日本周辺、東シナ海,沿岸域、砂泥底,40cm,10-100m
ケンサキイカ,Uroteuthis edulis,南日本、東シナ海、東南アジア,沿岸域から沖合,40cm,10-100m
コウイカ,Acanthosepion esculentum,関東以西から東シナ海,内湾から沿岸の砂泥底,20cm,10-100m
アオリイカ,Sepioteuthis lessoniana,北海道以南、インド・太平洋域,沿岸の浅海、岩礁域、アマモ場,40cm,1-50m
ソデイカ,Thysanoteuthis rhombus,全世界の温・熱帯域,外洋の表中層,80cm,0-100m
トグロコウイカ,Spirula spirula,全世界の熱・亜熱帯の外洋,中深層,5cm,100-1000m
ハナイカ,Metasepia tullbergi,本州中部以南、台湾、フィリピン,沿岸の砂泥底、岩礁域,5cm,10-50m
ニュウドウイカ,Onykia robusta,北太平洋,中深層,2m,100-1000m
ミズヒキイカ,Magnapinna pacifica,太平洋などの深海,深海海底付近,約7m,1000m以深
ホタルイカ,Watasenia scintillans,日本海、太平洋側の一部,中深層（春季は沿岸・表層）,7cm,200-600m
ダンゴイカ,Sepiola birostrata,北海道から九州,沿岸の砂底,3cm,5-20m
ダイオウイカ,Architeuthis dux,全世界の深海,中深層から深層,10m,600-1000m
スルメイカ,Todarodes pacificus,日本周辺から東シナ海,外洋域、沿岸域,30cm,0-500m
ダイオウホウズキイカ,Mesonychoteuthis hamiltoni,南極海周辺,深層,10m,1000m以深
タコイカ,Gonatopsis borealis,北太平洋,外洋域,30cm,100-1000m
ミナミハナイカ,Metasepia pfefferi,インドネシア、オーストラリア北部,サンゴ礁域、砂泥底,6cm,5-30m
カミナリイカ,Sepia lycidas,房総半島以南、東南アジア,沿岸の砂泥底,30cm,10-100m
ウデナガカクレダコ,Abdopus aculeatus,沖縄以南、インド・太平洋域,浅いサンゴ礁域、砂地,20cm,1-20m
クラゲダコ,Amphitretus pelagicus,全世界の熱帯・温帯海域,外洋の中深層,30cm,100-2000m
ヒョウモンダコ,Hapalochlaena fasciata,日本からオーストラリアの温・熱帯域,浅海、タイドプール、岩礁域,10cm,0-20m
マダコ,Octopus sinensis,日本沿岸、東アジア,沿岸の岩礁域,60cm,0-40m
サメハダテナガダコ,Callistoctopus luteus,南日本、インド・太平洋域,サンゴ礁や岩礁域の浅瀬,80cm,1-20m
スカシダコ,Vitreledonella richardi,全世界の熱・亜熱帯海域,外洋の中深層,40cm,100-1000m
ムラサキダコ,Tremoctopus violaceus,全世界の温・熱帯海域,外洋の表層,2m,水面下
ベニツケダコ,Amphioctopus mototi,沖縄以南、インド・太平洋域,沿岸の岩礁域、砂地,20cm,5-30m
コウモリダコ,Vampyroteuthis infernalis,全世界の温・熱帯の深海,漸深層,30cm,600-900m
タコブネ,Argonauta hians,全世界の暖海域,外洋の表層,10cm,水面下
メンダコ,Opisthoteuthis depressa,相模湾から東シナ海,大陸斜面の海底,20cm,200-1000m
イイダコ,Octopus ocellatus,日本周辺、東アジア,沿岸の内湾、砂泥底,30cm,5-20m
ミズダコ,Enteroctopus dofleini,北太平洋の寒冷海域,沿岸の岩礁域から大陸棚,3m,0-200m
