和名,学名,分布,生息場所,体長,深さ,短い説明,長い説明
オガサワラヨシノボリ,Rhinogobius sp. BI,日本固有：小笠原諸島父島、母島、兄島,河川の中流域から渓流域、淵の緩流部、極小河川,6cm,0.5m,小笠原諸島固有のオガサワラヨシノボリ。小さな体で渓流に適応している。,体長6cmほどのオガサワラヨシノボリは、小笠原諸島固有の小型ハゼです。父島、母島、兄島の河川中流域から渓流域に生息し、淵の緩流部や極小河川で見られます。水深0.5m程度の浅い場所で観察でき、小笠原の清流に適応した体を持っています。動きは活発ですが、小さな体のため見つけにくいことがあります。撮影の際は、流れの緩やかな淵で探すと良いでしょう。島嶼固有種のため、生態系保全の観点からも貴重な存在です。
アヤヨシノボリ,Rhinogobius sp. MO,日本固有：奄美大島、加計呂麻島、徳之島、沖縄島、久米島,河川の汽水域から下流域、淵などの流れの緩やかな砂礫底,6cm,0.5m,沖縄の河川下流域に住むアヤヨシノボリ。独特の模様が美しい。,体長6cmほどのアヤヨシノボリは、沖縄諸島の河川下流域に生息する日本固有種です。体側に入った独特の模様が美しく、汽水域から下流域の緩やかな流れを好みます。淵などの砂礫底で見られ、水深0.5m程度の浅い場所で観察できます。動きは比較的遅く、石の下や隙間に隠れる習性があります。撮影の際は、模様がよくわかるように横から撮るのがおすすめです。繁殖期にはオスが鮮やかな婚姻色を示し、求愛行動が見られます。
トウヨシノボリ,Rhinogobius sp. OR,北海道、本州、四国、九州、朝鮮半島,河川中流域の瀬（流れの速い場所）や池・河川のワンド（泥底）,4-7cm,0.3m,北海道から九州まで広く分布するトウヨシノボリ。河川中流域の瀬でよく見られる。,体長4-7cmのトウヨシノボリは、北海道から九州まで広く分布するハゼです。河川中流域の流れの速い瀬や、池・河川のワンド（泥底）に生息しています。水深0.3m程度の浅い場所で観察でき、朝鮮半島にも分布しています。体色は周囲の環境に合わせて変化し、保護色となることがあります。動きは活発で、流れに逆らって泳ぐ姿が印象的です。撮影の際は、流れが緩やかなワンドで探すと逃げずに観察できることがあります。
カワヨシノボリ,"Rhinogobius flumineus (Mizuno, 1960)",日本固有：静岡県・富山県以西の本州、九州北部、壱岐、長崎県福江島,河川中流域から渓流域の淵から平瀬にかけての緩やかな流れ,4-8cm,0.3m,九州北部の河川に住むカワヨシノボリ。小さな体で渓流に適応している。,体長4-8cmのカワヨシノボリは、静岡県・富山県以西の本州と九州北部の河川に生息する日本固有種です。中流域から渓流域の緩やかな流れを好み、淵から平瀬にかけて見られます。水深0.3m程度の浅い場所で観察でき、小さな体ながら渓流環境に適応しています。動きは活発で、石の間を素早く移動します。撮影の際は、流れが緩やかな淵で探すと良いでしょう。繁殖期にはオスが巣を作り、メスを誘う行動が見られます。
アオバラヨシノボリ,Rhinogobius sp. BB,日本固有：沖縄島北部,河川中流域から渓流域の淵の緩流部,4-6cm,0.3m,沖縄島北部固有のアオバラヨシノボリ。青い腹部が特徴的。,体長4-6cmのアオバラヨシノボリは、沖縄島北部の河川にのみ生息する日本固有種です。名前の通り、青みがかった腹部が特徴で、中流域から渓流域の淵の緩流部で見られます。水深0.3m程度の浅い場所で観察でき、非常に限られた分布域を持つ貴重なハゼです。動きは比較的遅く、石の下や隙間に隠れる習性があります。撮影の際は、青い腹部がよくわかるように下からアングルを取ると良いでしょう。環境変化に敏感な種で、保全が重要です。
ビワヨシノボリ,Rhinogobius sp. BW,日本固有：滋賀県琵琶湖,琵琶湖の中層に群がり浮遊し、繁殖期に湖岸浅所の砂底の浮き石下で繁殖する,4cm,2m,琵琶湖固有のビワヨシノボリ。湖の中層に群れで浮遊する珍しい習性を持つ。,体長4cmほどのビワヨシノボリは、琵琶湖のみに生息する日本固有種です。他のヨシノボリと異なり、湖の中層に群れで浮遊する珍しい習性を持っています。繁殖期には湖岸の浅所（水深2m程度）に移動し、砂底の浮き石下で繁殖します。一年中観察できますが、群れで浮遊する姿は特に興味深い光景です。撮影の際は、中層を漂う群れを広角レンズで捉えるか、繁殖期の巣をマクロで狙うと良いでしょう。琵琶湖の生態系を代表する貴重な種です。
キバラヨシノボリ,Rhinogobius sp. YB,日本固有：奄美大島、加計呂麻島、徳之島、沖永良部島、沖縄島、久米島、石垣島、西表島,河川の渓流域、滝の上流に多く、淵などの流れの緩やかなところに単独で見られる,7cm,0.5m,南西諸島の渓流に住むキバラヨシノボリ。黄色い腹部が目を引く。,体長7cmほどのキバラヨシノボリは、南西諸島の河川渓流域に生息する日本固有種です。名前の通り、黄色みを帯びた腹部が特徴で、滝の上流などの渓流環境を好みます。水深0.5m程度の浅い場所で観察でき、淵などの緩やかな流れに単独で見られます。動きは活発で、石の間を素早く移動します。撮影の際は、黄色い腹部がよくわかるように下からアングルを取ると良いでしょう。繁殖期にはオスが鮮やかな婚姻色を示します。
アカオビシマハゼ,Tridentiger trigonocephalus,北海道の太平洋・日本海側～鹿児島県、瀬戸内海、隠岐、対馬、朝鮮半島、河北、山東、福建、香港、台湾,主に内湾に生息。泥底の石やカキ殻の下や間に単独で見られる,6cm,1.5m,内湾の泥底に住むアカオビシマハゼ。赤い縞模様が特徴的。,体長6cmほどのアカオビシマハゼは、内湾の泥底に生息するハゼです。体側に入った赤みがかった縞模様が特徴で、石やカキ殻の下・間に単独で見られます。水深1.5m程度の場所で観察でき、北海道から鹿児島県まで広く分布しています。動きは比較的遅く、じっとしていることが多いため、ゆっくり探せば見つけやすいです。撮影の際は、赤い縞模様がよくわかるように横から撮るのがおすすめです。内湾の生態系を代表する種の一つです。
シモフリシマハゼ,Tridentiger fasciolatus,北海道の太平洋・日本海側～九州、瀬戸内海、沿海州、朝鮮半島、福建、香港、台湾,主に河川の河口域に生息。泥底の石やカキ殻の下や間に単独で見られる,6cm,3m,河口域の泥底に住むシモフリシマハゼ。霜降りのような模様が特徴。,体長6cmほどのシモフリシマハゼは、河川の河口域の泥底に生息するハゼです。体側に入った霜降りのような模様が特徴で、石やカキ殻の下・間に単独で見られます。水深3m程度の場所で観察でき、北海道から九州まで広く分布しています。動きは比較的遅く、じっとしていることが多いため、マクロ撮影に適しています。撮影の際は、模様がよくわかるようにストロボの光を調整すると良いでしょう。東アジアに広く分布する普遍的な種です。
チチブ,Tridentiger obscurus,青森県以南の本州、四国、九州、隠岐、壱岐、対馬、五島列島、沿海州、朝鮮半島,主に内湾や河川の河口域に生息。砂泥底や転石の周辺に単独で見られる。淡水域に出現することもある,9cm,10m,茶褐色の体に不規則な斑模様があり、砂泥底や転石周辺で単独で見られる。動きはあまり活発ではない。,茶褐色の体に不規則な斑模様がある地味なハゼで、内湾や河口域の砂泥底や転石周辺で単独で見られます。動きは緩やかで、じっとしていることが多いため、ゆっくり観察できます。淡水域にも進出する珍しい習性を持ち、環境適応力が高い種類です。撮影時は背景の石や砂地とのコントラストを意識すると、地味ながらも味わい深い写真が撮れます。
ヌマチチブ,"Tridentiger brevispinis Katsuyanla, Arai et Nakamura, 1972",北海道、本州、四国、九州、壱岐、対馬；サハリン、朝鮮半島、中国,河川の下流域から中流域、汽水域、淵などの流れの緩やかなところの礫底,15cm,1m,茶色っぽい体色で、河川の下流域から中流域の礫底で見られる。チチブよりやや大きめ。,茶色っぽい体色で、チチブに似ていますが、より淡水域に適応した種類です。河川の下流域から中流域の流れが緩やかな礫底で観察できます。体長が15cmとチチブより大きく、水底でじっとしていることが多いです。淡水域に進出できる数少ないハゼの一種で、汽水域から真水まで幅広く生息できます。観察時は流れの緩やかな淵を重点的に探すと見つけやすいです。
